Kode,Nama Customer,Alamat,Telepon,Tipe,Sales,Aktif,PIC Kendala Bongkar,Kontak,user_define1,user_define2,user_define3,user_define4,user_define5,user_define6,user_define7,user_define8,npwp,Company,pkp,email,credit_limit,Kode Internal SAP,Kode Eksternal,commitments_amount,remaining_amount,oldest_open_item,Flag API,Cek Plafon Bank,Cek Plafon SAP,ID Telegram,Norek BRI,Oid
2103640,"PUPUK INDONESIA LOGISTIK,",GEDUNG PUSRI 101 LT.2&3JL. LETJEN S. PARMAN KAV. 101,02122631881,Company,RIKI NOVA SURYATMAJA,TRUE,,,,,,,0,0,0,,,11,,,0,2103640,2103640,0,0,,,FALSE,FALSE,,,315
CUS24120002,PT. SUPERIOR PORCELAIN SUKSES,"JL. RAYA KUPANG BARU NO.27, SURABAYA",0317323700,Company,RIKI NOVA SURYATMAJA,TRUE,,HENRIANTO,,,,,0,0,0,,60.829.305.6-618.000,11,,sherly.sps23@gmail.com,0,2134076,2134076,0,0,,,FALSE,FALSE,,,565
2103651,TIBEKA LOGISTIK INDONESIA,GEDUNG GRAND ITC PERMATA HIJAUBLOK EMERALD NO. 32,0,Company,RIKI NOVA SURYATMAJA,TRUE,,,,,,,0,0,0,,,11,,,0,2103651,2103651,0,0,,,FALSE,FALSE,,,318
2103665,"POSH TEKNO INDONESIA, PT",MUARA KARANG ELOK IX P.5 UTARANO 4 RT 008 RW 017,0,Company,RIKI NOVA SURYATMAJA,TRUE,,,,,,,0,0,0,,,11,,,0,2103665,2103665,0,0,,,FALSE,FALSE,,,319
2103669,"TIMURAYA TUNGGAL, PT","JL. HALIM PERDANA KUSUM NO.5 RT.003 RW.003 KEBON BESAR, BATU",0,Company,RIKI NOVA SURYATMAJA,TRUE,,,,,,,0,0,0,,,11,,,0,2103669,2103669,0,0,,,FALSE,FALSE,,,320
2103693,"SABA PRIMA UTAMA, PT",JL. URIP SUMOHARJO 144/13B RT.01 RW.04 MERTASINGA CILACAP UT,0,Company,RIKI NOVA SURYATMAJA,TRUE,,,,,,,0,0,0,,,11,,,0,2103693,2103693,0,0,,,FALSE,FALSE,,,321
2103707,"BINTANG BANDUNG SEJATI, P","JL. JEND.SUDIRMAN NO.219 CIBADAK, ASTANAANYAR",0,Company,RIKI NOVA SURYATMAJA,TRUE,,,,,,,0,0,0,,,11,,bbstanamas@gmail.com,0,2103707,2103707,0,0,,,FALSE,FALSE,,,322
2103709,TIARA FAJAR TRANSPORTINDO,IR. H. JUANDA KOMPLEK RUKAN TFT F NO.18RT.001 RW.004 KEL. LI,0,Company,RIKI NOVA SURYATMAJA,TRUE,,,,,,,0,0,0,,,11,,,0,2103709,2103709,0,0,,,FALSE,FALSE,,,323
2105073,PT INDUSTRI KEMASAN SEMEN GRESIK,DESA SOCOREJO JENU TUBAN SOCOREJO JENU,08125927122,Company,BRAHIM,TRUE,,,,,,,0,0,0,,,11,,,"802,000,000",2105073,2105073,"757,209,200","44,790,800",02.12.2025,,FALSE,FALSE,,,345
2129769,"DAYA GUNA, UD",JL. WAHID HASYIM NO 81 RT 02 RW 02,08123237371,Company,ARLI TRI WIGUNA,TRUE,,,,,,,0,0,0,,,11,,dinolukopi@yahoo.com,"182,000,000",2129769,2129769,"7,804,950","174,195,050",22.11.2025,,FALSE,FALSE,,,455
2128622,PT. BHUMI JATI POWER,"GEDUNG SUMMITMAS 1 LT. 15 JL. JENDRAL SUDIRMAN KAV. 61-62,",0212522281,Company,RUDIANTO,TRUE,,,,,,,0,0,0,,,11,,all-bjp@pt-bjp.co.id,"300,000,000",2128622,2128622,0,0,,,FALSE,FALSE,,,445
2100184,"TRIPILAR BETONMAS, PT","JL. RAYA SALATIGA-SOLO KM 6 RT.001 RW.004,",0,Company,PUTRA BAGUS FERMANSYAH,TRUE,,IBU ENDANGow,,,,,0,0,0,,017041377511000,11,,,"2,650,000,000",2100184,2100184,"2,647,069,359","2,930,641",25.11.2025,,FALSE,FALSE,,,260
CUS24060008,PT. MATAHARI PUTRA MAKMUR,"JL. RAYA GEMPOL-BANGIL, DESA CANGKRINGMALANG, KECAMATAN BEJI",087855329007,Company,PUTRA BAGUS FERMANSYAH,TRUE,,MONIKA SALIM,,,,,0,0,0,,02.384.838.5-651.000,11,,info@trilliun.com,"220,000,000",2132583,2132583,"90,015,828","129,984,172",23.11.2025,,FALSE,FALSE,,,519
CUS24040003,PT. KINO INDONESIA TBK,"KINO TOWER LT. 17, JL. JALUR SUTERA BOULEVARD NOMER 1, ALAM SUTERA, KOTA TANGERANG, BANTEN 15143",02180821100,Company,SEFTI MARDIANTI,TRUE,,RIZKY VANDI JUNANDA,,,,,0,0,0,,018532077441000,11,,Legal.KI@kino.co.id,"873,000,000",2132080,2132080,"865,145,180","7,854,820",23.11.2025,,FALSE,FALSE,,,498
CUS25040001,PT. SURABAYA MEKABOX,"JL. RAYA BAMBE KM. 18, KEL. BAMBE, KEC. DRIYOREJO, KAB. GRESIK, JAWA TIMUR 61177",-,Company,PUTRA BAGUS FERMANSYAH,TRUE,,FELICIA ANGELINA,,,,,0,0,0,,01.122.483.9-641.000,11,S-36PKP/WPJ.24/KP.0803/2017,-,"160,000,000",2135772,2135772,"62,462,914","97,537,086",26.10.2025,,FALSE,FALSE,,,611
CUS24010007,PT. SINAR INDAH KERTAS,"Tlogo, Gondoharum, Kec. Jekulo, Kabupaten Kudus, Jawa Tengah 59382",Pak Bowo (0823-3843-4300),Company,ANDY ZUNAN HILMI,TRUE,,Pak Bowo (0823-3843-4300),,,,,0,0,0,,018359638511000,11,-,,"890,000,000",2131196,,"619,878,863","270,121,137",22.11.2025,,FALSE,FALSE,,,479
2122855,"BALTON KURNIA ABADI, PT",JL. KOL. SUGIONO RUKO PEMUDA BLOK A-3 KEL. PANDANSARI KEC.,085640388882,Company,PUTRA BAGUS FERMANSYAH,TRUE,,BAPAK SIGIT,,,,,0,0,0,,,11,,,"100,000,000",2122855,2122855,"43,816,986","56,183,014",17.02.2026,,FALSE,FALSE,,,356
2103711,"BUMI PEMBANGUNAN PERTIWI,","DS. JOGOBAYAN RT.008 RW.001 TIRON, MADIUN, KAB. MADIUN, JAWA",0,Company,RIKI NOVA SURYATMAJA,TRUE,,,,,,,0,0,0,,,11,,,0,2103711,2103711,0,0,,,FALSE,FALSE,,,324
2103722,"ENERGI SUKSES ABADI, PT",JL WIDURI NO.341 RT.003 RW.017 DONAN CILACAP TENGAH CILACAP,0,Company,RIKI NOVA SURYATMAJA,TRUE,,,,,,,0,0,0,,,11,,,0,2103722,2103722,0,0,,,FALSE,FALSE,,,325
CUS25020008,PT JOTRA ECO ENERGI,JL. KAMBOJA NO.08 DSN SUMBERJALIN KEL SUMBERAME KEC WRINGINANOM KAB. GRESIK,082140440005,Company,IRWAN ADI SAPUTRO,TRUE,,BHIMA ARIES DIYANTO,,,,,0,0,0,,138830054642000,11,,Jjotraecoenergi@gmail.com,"50,000,000",2135430,2135430,"32,650,000","17,350,000",29.11.2025,,FALSE,FALSE,,,592
2103723,"BIRAWA DOMESTIC LOGISTIC,","JL GOMBEL LAMA NO 76A RT 005 RW 005 TINJOMOYO, BANYUMANIK, S",0,Company,RIKI NOVA SURYATMAJA,TRUE,,,,,,,0,0,0,,,11,,,0,2103723,2103723,0,0,,,FALSE,FALSE,,,326
2103725,"PANCASONA DAYASAKTI, PT",CITI HUB - HARTON TOWER LEVEL 3 JL. SENTRA BISNIS ARTHA GADI,0,Company,RIKI NOVA SURYATMAJA,TRUE,,,,,,,0,0,0,,,11,,,0,2103725,2103725,0,0,,,FALSE,FALSE,,,327
2103736,"CAKRAWALA MEGA INDAH, PT",GEDUNG SINAR MAS LAND PLAZA MENARA 2 LT.16,0213929266,Company,RIKI NOVA SURYATMAJA,TRUE,,,,,,,0,0,0,,,11,,,0,2103736,2103736,0,0,,,FALSE,FALSE,,,328
2103743,"PANCA BUDI PRATAMA, PT",KAWASAN PUSAT NIAGA TERPADU JL DAAN MOGOT RAYA KM 19.6 BLOK,02154365555,Company,RIKI NOVA SURYATMAJA,TRUE,,,,,,,0,0,0,,,11,,,0,2103743,2103743,0,0,,,FALSE,FALSE,,,329
2103746,SINERGI MITRA OPERASI REM,DESA KAJAR KEC GUNEM REMBANG,0,Company,RIKI NOVA SURYATMAJA,TRUE,,,,,,,0,0,0,,,11,,,0,2103746,2103746,0,0,,,FALSE,FALSE,,,330
CUS24060004,PT. BALTARA MULTI NUGRAHA,"JL. JATISARI 3 NO.1, RT.001 RW.006 PEPELEGI, WARU KABUPATEN SIDOARJO",,Company,PUTRA BAGUS FERMANSYAH,TRUE,,TOMMY ARIF NUGROHO,,,,,0,0,0,,40.036.759.5-643.000,11,,,0,2130824,2130824,0,0,,,FALSE,FALSE,,,515
2103757,"WIRAJAYA MEGA SANTOSA, PT",JL. KH. HASYIM ASHARI NO. 29 RT.007 RW.OO2 KEL. PINANG,082114200490,Company,RIKI NOVA SURYATMAJA,TRUE,,,,,,,0,0,0,,,11,,wirajaya223@gmail.com,0,2103757,2103757,0,0,,,FALSE,FALSE,,,333
2103761,"RAYA MANYAR PERSADA, PT",JL. SULAWESI I NO. 05 GRESIK KOTA BARURT. 003 RW. 009 YOSOWI,0,Company,RIKI NOVA SURYATMAJA,TRUE,,,,,,,0,0,0,,,11,,,0,2103761,2103761,0,0,,,FALSE,FALSE,,,335
2103764,SUMBERKENCANA EXPRESSINDO,JALAN AM. SANGAJI NO. 12 LT 1 RT. 002 RW005 PETOJO UTARA GAM,0,Company,RIKI NOVA SURYATMAJA,TRUE,,,,,,,0,0,0,,,11,,,0,2103764,2103764,0,0,,,FALSE,FALSE,,,336
2103982,PT NUSANTARA BUILDING IND,"JALAN RAYA SEMARANG DEMAK KM 17, WONOKERTO, KARANGTENGAH,",081344626327,Company,PUTRA BAGUS FERMANSYAH,TRUE,,PAK WANTO,,,,,0,0,0,,,11,,,"1,300,000,000",2103982,2103982,"879,436,724","420,563,276",13.12.2025,,FALSE,FALSE,,,340
2100756,"KRAKATAU JASA LOGISTIK, PT",GEDUNG 1 AREA PERKANTORAN PT.KRAKATAU ENGINEERING,0,Company,SEFTI MARDIANTI,TRUE,,,,,,,0,0,0,,866593973417000,11,,,"3,170,000,000",2100756,2100756,"2,661,300,350","508,699,650",21.11.2025,,FALSE,FALSE,,,275
CUS24120006,"RECIRAYA SEMESTA ENERGI, PT",JL. PRAPANCA II NO.19 KEL. PULO KEC. KEBAYORAN BARU JAKARTA SELATAN,087891124466,Company,ADIB SUAIB,TRUE,,GLORY HARIMAS SIHOMBING,,,,,0,0,0,,99.158.253.7-019.000,11,,recirayasemestaenergi@gmail.com,"35,000,000",2134548,2134548,"10,700,000","24,300,000",04.05.2025,,FALSE,FALSE,,,569
2100060,KOPERASI KONSUMEN WARGA SEMEN GRESIK,JL.TAUCHID KOMPLEK PT.SEMEN GRESIK TUBANAN SIDOMORO KEBOMAS,0313983262,Company,PUTRA BAGUS FERMANSYAH,TRUE,,,,,,,0,0,0,,011473600641000,11,,,"400,000,000",2100060,2100060,"254,701,284","145,298,716",20.11.2025,,FALSE,FALSE,,,256
2101402,PABRIK KERTAS TJIWI KIMIA,GEDUNG SINAR MAS LAND PLAZA MENARA 2 LT.9 JL. MH. THAMRIN NO,02129650800,Company,PUTRA BAGUS FERMANSYAH,TRUE,,BAPAK HAPPY,,,,,0,0,0,,011094216092000,11,,,"6,000,000,000",2101402,2101402,"2,690,802,861","3,309,197,139",28.11.2025,,FALSE,FALSE,,,280
CUS24090002,MUKHAMAD SUBAKRI,"DUSUN JOMBLANG RT.002 RW.001, KEL. ASMOROBANGUN, KEC. PUNCU, KAB. KEDIRI",,Retail,PUTRA BAGUS FERMANSYAH,TRUE,,MUKHAMAD SUBAKRI,,,,,0,0,0,,82.478.169.4-655.000,11,,,"28,100,000",2133563,2133563,"27,400,000","700,000",08.06.2025,,FALSE,FALSE,,,541
CUS24090004,MOCH. ROSIDI,"PERUM KUBU BALI BR. LAING, KEL. PANDAK BANDUNG, KEC. KEDIRI, KAB. TABANAN, BALI",,Retail,PUTRA BAGUS FERMANSYAH,TRUE,,MOCH. ROSIDI,,,,,0,0,0,,,11,,,"130,000,000",2133853,2133853,"121,224,400","8,775,600",17.04.2025,,FALSE,FALSE,,,543
2123406,INDOSTAR BUILDING MATERIAL,"JL. ROGONOTO TIMUR, DSN. GONDOREJO RT.02 RW.04, TAMANHARJO",081359802391,Company,PUTRA BAGUS FERMANSYAH,TRUE,,IBU HERLINA,,,,,0,0,0,,,11,,,"230,000,000",2123406,2123406,"51,104,488","178,895,512",20.11.2025,,FALSE,FALSE,,,357
2124377,GUNADI EKO PRASETYO,JALAN TAMAN YASMIN NO. 02 RT 000 RW 000 KEC. PURWARKARTA,0,Company,ANDY ZUNAN HILMI,TRUE,,BP. GUNADI,,,,,0,0,0,,,11,,,"33,000,000",2124377,2124377,"30,400,000","2,600,000",12.04.2025,,FALSE,FALSE,,,366
2103600,"YCH INDONESIA, PT","JL. RAYA KALIMALANG KM.2 RT.1002 RW.007SUKADANAU, CIKARANG B",0218830828,Company,SEFTI MARDIANTI,TRUE,,BP. FAZRI,,,,,0,0,0,,,11,,,"800,000,000",2103600,2103600,"717,715,383","82,284,617",02.10.2025,,FALSE,FALSE,,,305
2103825,"SANMAS DWIKA ABADI (IDR),","PERTOKOAN JATI KEPUH INDAH BLOK G NO. 62-63, JL. MOJOPAHIT,",0,Company,RIKI NOVA SURYATMAJA,TRUE,,,,,,,0,0,0,,,11,,,0,2103825,2103825,0,0,,,FALSE,FALSE,,,337
2103975,JANTI SARANA MATERIAL BET,JL:RAYA KUPANG INDAH NO.35,0,Company,RIKI NOVA SURYATMAJA,TRUE,,,,,,,0,0,0,,,11,,,0,2103975,2103975,0,0,,,FALSE,FALSE,,,339
CUS24060005,PT. BANGUN MITRA MAKMUR,"JL. IKAN KAKAP NO. 27, DS. PESAWAHAN, KEC. TELUKBETUNG SELATAN, BANDAR LAMPUNG",,Company,PUTRA BAGUS FERMANSYAH,TRUE,,DENNY KARUNDENG,,,,,0,0,0,,02.812.479.0-324.000,11,,felany@e-intidata.com,0,2132233,2132233,0,0,,,FALSE,FALSE,,,516
CUS24060006,PT. DUA ENAM LOGISTIK,"JL. MAMPANG PRAPATAN RAYA 73A, KEL. TEGAL PARANG, KEC. MAMPANG PRAPATAN",081282205624,Company,SEFTI MARDIANTI,TRUE,,"PURNAMA KAMAL, SH",,,,,0,0,0,,53.462.745.0-014.000,11,,duaenamlogistik@gmail.com,0,2132285,2132285,0,0,,,FALSE,FALSE,,,517
2124873,"SATRIA TRIDAYA UTAMA, PT","JALAN DIPONEGORO NOMOR 279 RT 06 RW 05 SINDANGSARI, MAJENANG",081329024079,Company,RIKI NOVA SURYATMAJA,TRUE,,,,,,,0,0,0,,,11,,,"10,000,000",2124873,2124873,"2,750,000","7,250,000",26.10.2024,,FALSE,FALSE,,,376
2103989,"WADAH SUCI, PT",JL T HAMZAH BENDAHARA 08 KOTA BIREUEN KOTA JUANG,0644323722,Company,RIKI NOVA SURYATMAJA,TRUE,,,,,,,0,0,0,,,11,,,0,2103989,2103989,0,0,,,FALSE,FALSE,,,343
CUS25080008,PELANGGAN TUNAI,-,,,,FALSE,,-,,,,,0,0,0,,,11,,,0,2500005,2500005,0,0,,,FALSE,FALSE,,,635
2124994,"ARKAMAYA LAMINASINDO, PT","KOMPLEK PERGUDANGAN BISPARK, TAMBAKSAWAH,WARU",085785890999,Company,PUTRA BAGUS FERMANSYAH,TRUE,,PAK YANTO,,,,,0,0,0,,,11,,,0,2124994,2124994,0,0,,,FALSE,FALSE,,,378
2116660,"MEGA MORTAR INDONESIA, PT","JL SERUNI NO.33. KEL. KETABANG, KEC. GENTENG",0895401005417,Company,RIKI NOVA SURYATMAJA,TRUE,,,,,,,0,0,0,,,11,,mega.mortarindo@gmail.com,0,2116660,2116660,0,0,,,FALSE,FALSE,,,347
2118166,"BUMI GRESIK SUKSES, PT","JL. R.A KARTINI 25 AB, KEL. TLOGO PATUT",085227683630,Company,RIKI NOVA SURYATMAJA,TRUE,,,,,,,0,0,0,,,11,,,0,2118166,2118166,0,0,,,FALSE,FALSE,,,348
CUS24080006,CV. BANDUNG SURYA MAKMUR,"JL. AHMAD YANI NO. 19, KEL. CIAMIS, KEC. CIAMIS, KAB. CIAMIS",0265771483,Company,PUTRA BAGUS FERMANSYAH,TRUE,,H. AGUS NURKAM,,,,,0,0,0,,31.640.121.5-444.000,11,,,"1,330,000,000",2133432,2133432,"1,297,675,000","32,325,000",27.11.2025,,FALSE,FALSE,,,537
CUS25050003,PT. PETROKIMIA GRESIK,"JL. GUBERNUR SURYO NO. 194, RW. RT.03, TLOGOPOJOK, KEC. GRESIK, KAB. GRESIK, JAWA TIMUR",,Company,,TRUE,,,,,,,0,0,0,,,11,,,"200,000,000",2100010,2100010,"104,400,000","95,600,000",19.11.2025,,FALSE,FALSE,,,615
CUS25030007,PT. PANDU ARMADA SEJAHTERA,"G-WALK W.2 / 1B, CITRALAND, KEC. LAKARSANTRI",081332349225,Company,PUTRA BAGUS FERMANSYAH,TRUE,,HIZBUL WATHON AFANDY,,,,,0,0,0,,31.640.443.3-604.000,11,,central@pandumining.com,"254,000,000",2135535,2135535,"201,725,253","52,274,747",25.11.2025,,FALSE,FALSE,,,604
2100017,ETEX BUILDING PERFORMANCE,"JL. INDRO NO 1, GRESIK 61124, INDONESIA",0313981091,Company,PUTRA BAGUS FERMANSYAH,TRUE,,WISNU YUSUF,,,,,0,0,0,,010005874052000,11,,,"920,000,000",2100017,2100017,"517,286,778","402,713,222",23.11.2025,,FALSE,FALSE,,,251
2100338,"SHICA JAYA SENTOSA, PT",DUSUN NGRANGIN RT.01 RW.02 SUMBER PASIR,0811365300,Company,PUTRA BAGUS FERMANSYAH,TRUE,,IBU IKA,,,,,0,0,0,,024986481651000,11,,,"660,000,000",2100338,2100338,"428,199,830","231,800,170",20.11.2025,,FALSE,FALSE,,,265
2121448,"BIMA SEPAJA ABADI, PT",KOMPLEK PERKANTORAN ENGGANO MEGAH BLOK A/5Q JL. ENGGANO RAYA,081387398008,Company,RIKI NOVA SURYATMAJA,TRUE,,,,,,,0,0,0,,,11,,,0,2121448,2121448,0,0,,,FALSE,FALSE,,,349
2122533,PT. PUTRA WIJAYAKUSUMA SA,"JL. TUGU INDUSTRI 1 NO. 12, RANDUGARUT, TUGU, SEMARANG",08122711575,Company,RIKI NOVA SURYATMAJA,TRUE,,,,,,,0,0,0,,,11,,,0,2122533,2122533,0,0,,,FALSE,FALSE,,,351
2122735,"SUMBER DELTA MAKMUR, PT",JL. RAYA DELTAMAS NO. 89 KP. TEMBONG GUNUNG,0,Company,RIKI NOVA SURYATMAJA,TRUE,,,,,,,0,0,0,,,11,,,0,2122735,2122735,0,0,,,FALSE,FALSE,,,352
2122797,GLOBAL INDONESIA ASIA SEJ,SPRINGHILL OFFICE TOWER LT.5 UNIT G JL BENYAMIN SUEB RUAS D7,081386795703,Company,RIKI NOVA SURYATMAJA,TRUE,,,,,,,0,0,0,,,11,,,0,2122797,2122797,0,0,,,FALSE,FALSE,,,353
2122801,BUMI PEMBANGUNAN PERTIWI,"JL. RAYA NGLAMES KM 5, TIRON",0,Company,RIKI NOVA SURYATMAJA,TRUE,,,,,,,0,0,0,,,11,,,0,2122801,2122801,0,0,,,FALSE,FALSE,,,354
2122849,LINTAS BANGUN PERSADA JAY,JL. SEMUT BARU PENGAMPON SQUARE BLOK H15,0,Company,RIKI NOVA SURYATMAJA,TRUE,,,,,,,0,0,0,,,11,,,0,2122849,2122849,0,0,,,FALSE,FALSE,,,355
CUS24090001,PT. SEMBADA INDORAYA SENTOSA,"JL. KENJERAN NO. 420, KEL. GADING. KEC. TAMBAKSARI, SURABAYA",03151500294,Company,PUTRA BAGUS FERMANSYAH,TRUE,,JOKO SUWONO LIEM,,,,,0,0,0,,83.086.240.5-619.000,11,,sembadaindorayasentosa@gmail.com,"20,000,000",2127340,2127340,0,0,,,FALSE,FALSE,,,540
2123831,"JAYA PUTRA INDAH GRESIK,","JL. KALIMANTAN NO. 137 KEL. YOSOWILANGUN, KEC. MANYAR",081252674985,Company,RIKI NOVA SURYATMAJA,TRUE,,,,,,,0,0,0,,,11,,,0,2123831,2123831,0,0,,,FALSE,FALSE,,,358
2123853,"HASIL BETON INDONESIA, PT","JL. RAYA PASARKEMIS RAJEG NO.88, SINDANGSARI, KONGSIBARU",082311563270,Company,RIKI NOVA SURYATMAJA,TRUE,,,,,,,0,0,0,,,11,,,0,2123853,2123853,0,0,,,FALSE,FALSE,,,359
2123894,PT MULTIMAS NABATI ASAHAN,"GEDUNG B & G TOWER LANTAI 9, JALAN PUTRI HIJAU NO.10 KESAWAN",081361271336,Company,RIKI NOVA SURYATMAJA,TRUE,,,,,,,0,0,0,,,11,,fajar.salim@id.wilmar-intl.com,0,2123894,2123894,0,0,,,FALSE,FALSE,,,360
2123902,"HAKA, CV",DUSUN DORO RT011 RW004 NGEPUNG KEDAMEAN,087888892999,Company,ANDY ZUNAN HILMI,TRUE,,BP. H. ROKHIM,,,,,0,0,0,,,11,,,0,2123902,2123902,0,0,,,FALSE,FALSE,,,361
2123904,PT. MULTI NABATI SULAWESI,"JL. MW. MARAMIS LINGK. V, PACEDA MADIDIR",081370602015,Company,RIKI NOVA SURYATMAJA,TRUE,,,,,,,0,0,0,,,11,,eka.saputra@id.wilmar-intl.com,0,2123904,2123904,0,0,,,FALSE,FALSE,,,362
2124020,SARANA LOGISTIK INDONESIA,JL WR. SUPRATMAN NO.2 RT.001 RW.011 DR SOETOMO TEGALSARI,08123158686,Company,RIKI NOVA SURYATMAJA,TRUE,,,,,,,0,0,0,,,11,,,0,2124020,2124020,0,0,,,FALSE,FALSE,,,363
2124060,SIDOHARJO,JL. SIDOHARJO NO. 2 CEBONGAN,085656393679,Company,RIKI NOVA SURYATMAJA,TRUE,,,,,,,0,0,0,,,11,,,0,2124060,2124060,0,0,,,FALSE,FALSE,,,364
2124374,CV BHAMAKERTI PURWOKERTO,"PONDOK KENCANA IV NO.48 RT08, RW03, DESA KARANGKLESEM",082138786444,Company,PUTRA BAGUS FERMANSYAH,TRUE,,BU HERSI,,,,,0,0,0,,,11,,hersitrining41@gmail.com,0,2124374,2124374,0,0,,,FALSE,FALSE,,,365
2127360,"MANDIRI BANGKIT JAYA, PT","TAMAN KENARI JAGORAWI BLOK IA NO. 38, KEL. PUSPASARI, KEC. CITEUREUP, KAB. BOGOR",081288869373,Company,SEFTI MARDIANTI,TRUE,,ERIK HAERUDIN,,,,,0,0,0,,02.519.225.3-431.000,11,,mandiribangkit jaya@gmail.com,0,2127360,2127360,0,0,,,FALSE,FALSE,,,417
2124433,ARWIGA BHAKTI PROPERTINDO,KOMPLEK RUKO DSN GANDOANG 3 NO.3A PANGULAH SELATAN KOTABARU,082134423338,Company,RIKI NOVA SURYATMAJA,TRUE,,,,,,,0,0,0,,,11,,,0,2124433,2124433,0,0,,,FALSE,FALSE,,,367
2124476,"SMELTING, PT",GD. CAPITAL PLACE OFFICE TOWER LT.3 UNIT C JL. JEND GATOT S,02127939997,Company,RIKI NOVA SURYATMAJA,TRUE,,,,,,,0,0,0,,,11,,donny@ptsmelting.com,0,2124476,2124476,0,0,,,FALSE,FALSE,,,368
2124507,"REPUBLIC EXPRESS, PT",JALAN CIPUTAT RAYA NO 99 PONDOK PINANG KEBAYORAN LAMA,02175901800,Company,RIKI NOVA SURYATMAJA,TRUE,,,,,,,0,0,0,,,11,,sbu_rex@rpxholding.com,0,2124507,2124507,0,0,,,FALSE,FALSE,,,369
2300001,SEMEN INDONESIA DISTRIBUTOR,"JL. DR. WAHIDIN SUDIROHUSODO NO.728-A, RT.03 RW.04 DAHANREJO",0,Semen Indonesia Group,ADIB SUAIB,TRUE,,,,,,,0,0,0,,,11,,,"50,000,000,000",2300001,2300001,"28,421,119,012","21,578,880,988",24.11.2025,,FALSE,FALSE,,,470
2103571,PAPYRUS SAKTI,"JL. RAYA BANJARAN KM. 16.2 BANJARAN, ARJASARI, KAB. BANDUNG,",0225940140,Company,SEFTI MARDIANTI,TRUE,,IBU DEDE,,,,,0,0,0,,,11,,,"2,000,000,000",2103571,2103571,"1,610,591,298","389,408,702",21.11.2025,,FALSE,FALSE,,,297
2124569,PT. SUN POWER CERAMICS,"JL. NGORO INDUSTRI PERSADA BLOK R - 2A, RT 0, RW 0, LOLAWANG",0,Company,RIKI NOVA SURYATMAJA,TRUE,,,,,,,0,0,0,,,11,,spc.annepatty@gmail.com,0,2124569,2124569,0,0,,,FALSE,FALSE,,,370
2124628,PT BENTANG SELO PARANG,MELATI NO.2 RT 002 RW 003 NOLOGATEN PONOROGO,081252161290,Company,RUDIANTO,TRUE,,,,,,,0,0,0,,,11,,,0,2124628,2124628,0,0,,,FALSE,FALSE,,,371
2124692,"ALAM JAYA EMAS, CV",JL. DR. WAHIDIN SUDIROHUSODO KEL. DAHANREJO KEC. KEBOMAS,081615511002,Company,RIKI NOVA SURYATMAJA,TRUE,,,,,,,0,0,0,,,11,,,0,2124692,2124692,0,0,,,FALSE,FALSE,,,372
2124694,"BATU MASITA NUSANTARA, PT","JL. RAYA DUSUN TRUNAJAYA RT 19 RW 5 KREBET, BULULAWANG",0,Company,RIKI NOVA SURYATMAJA,TRUE,,,,,,,0,0,0,,,11,,,0,2124694,2124694,0,0,,,FALSE,FALSE,,,373
2124744,"INTI CAHYA GEMILANG, CV",SINDUJOYO 007 NO 009 RT.003 RW.001 KROMAN,081615511002,Company,RIKI NOVA SURYATMAJA,TRUE,,,,,,,0,0,0,,,11,,,0,2124744,2124744,0,0,,,FALSE,FALSE,,,374
2124794,SEMEN INDONESIA INTERNATI,"GEDUNG THE EAST LT 18, JL DR IDE ANAK AGUNG KAV.E.3.2",0,Company,RIKI NOVA SURYATMAJA,TRUE,,,,,,,0,0,0,,,11,,,0,2124794,2124794,0,0,,,FALSE,FALSE,,,375
2124955,TONY,DUSUN JANTI RT 01/RW 07 DESA PAKUKERTO KEC. SUKOREJO,081291754989,Company,RIKI NOVA SURYATMAJA,TRUE,,,,,,,0,0,0,,,11,,,0,2124955,2124955,0,0,,,FALSE,FALSE,,,377
2124998,CV JASA TRANSPORT,JL. P. SULAWESI II NO 24 ARENJAYA RT 03 RW 017 DUREN JAYA,081932967993,Company,ANDY ZUNAN HILMI,TRUE,,IBU VIKO,,,,,0,0,0,,,11,,viko.jts@yahoo.com,0,2124998,2124998,0,0,,,FALSE,FALSE,,,379
2125058,PT MANDIRI BANGUN BERKARY,JL. RAYA NAROGONG,0,Company,RIKI NOVA SURYATMAJA,TRUE,,,,,,,0,0,0,,,11,,,0,2125058,2125058,0,0,,,FALSE,FALSE,,,380
2125198,"SURYA REJEKI SEJAHTERA, C",JL. IKAN KERAPU SELATAN NO. 3 RT.04 RW.08 SIDOKUMPUL,081249607038,Company,RIKI NOVA SURYATMAJA,TRUE,,,,,,,0,0,0,,,11,,,0,2125198,2125198,0,0,,,FALSE,FALSE,,,381
2125221,BHIMASENA POWER INDONESIA,MENARA KARYA LT. 29 JL. HR. RASUNA SAID BLOK X-5 KAV. 1-2 RT,0,Company,RIKI NOVA SURYATMAJA,TRUE,,,,,,,0,0,0,,,11,,,0,2125221,2125221,0,0,,,FALSE,FALSE,,,382
2125222,SUWITO (JAKARTA BARAT),RAWABUAYA RT 008/ RW 002 RAWA BUAYA CENGKARENG,081315464691,Company,RIKI NOVA SURYATMAJA,TRUE,,,,,,,0,0,0,,,11,,,0,2125222,2125222,0,0,,,FALSE,FALSE,,,383
